"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007517","GO:0007517","muscle organ development","41/1070","348/18903",7.21515196704644e-06,0.000248993479647093,0.000187440067613122,"6943/7490/1482/140578/150921/6525/7472/2115/858/857/2817/7139/7049/6474/6495/6664/64220/7042/650/1271/146862/1134/57158/6262/4868/85366/56203/4223/8538/2296/22801/3131/23493/6442/6899/55553/1063/3481/5457/4487/27063",41
"GO:0071559","GO:0071559","response to transforming growth factor beta","35/1070","277/18903",7.2825883912749e-06,0.000249610263680326,0.000187904377124584,"269/79674/5138/7472/858/857/25805/7049/1524/6422/6664/5154/7042/650/8425/7123/8692/3696/116844/55612/2615/54756/7476/3693/80139/65997/11117/383/55553/8516/8483/4091/1398/6662/27063",35
"GO:0086001","GO:0086001","cardiac muscle cell action potential","16/1070","79/18903",7.32757402849442e-06,0.000249610263680326,0.000187904377124584,"2257/776/2697/9096/857/481/3762/10052/6262/3752/6324/6508/477/6330/3759/8913",16
"GO:0030308","GO:0030308","negative regulation of cell growth","27/1070","188/18903",7.73991686576629e-06,0.000261966416995167,0.000197205978982007,"7490/2045/223117/3373/10501/2697/55384/85004/10512/6405/9353/64321/7869/2786/56920/6422/7042/978/58189/8692/65078/29948/2487/1594/147906/6423/4487",27
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","15/1070","71/18903",8.17960899447123e-06,0.000275084939431899,0.000207081485505353,"1482/10512/7139/7049/6664/7042/6262/2296/9464/1363/23493/2294/6423/4889/5457",15
"GO:0019932","GO:0019932","second-messenger-mediated signaling","38/1070","314/18903",8.32512922773004e-06,0.000278206850141865,0.000209431632004721,"2516/4846/5138/51196/3577/2494/3579/6403/1908/948/185/7422/8600/187/2977/6915/5152/9454/481/2044/1524/6262/1131/10316/55607/2357/4843/6401/51655/2358/477/283455/1232/55273/6364/23551/6662/116",38
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","30/1070","222/18903",8.59403949824785e-06,0.000285386972017287,0.000214836763623859,"22998/80005/11170/7010/10630/55679/948/6366/285/6695/7422/2824/79834/1946/2523/395/4321/6422/1842/3037/4192/55612/347/55966/4680/6376/5212/11117/2294/1398",30
"GO:0045823","GO:0045823","positive regulation of heart contraction","11/1070","40/18903",9.18807964383067e-06,0.000303206628246412,0.00022825124167832,"1482/1908/147/146/7042/6262/153/148/23493/477/6505",11
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","25/1070","169/18903",9.85141406875666e-06,0.000323077430329411,0.000243209804011933,"10630/6934/7472/153090/25805/7049/6422/7042/650/3037/116844/2296/4192/54756/4488/80237/2146/23493/80139/55273/3249/147906/6423/6662/4487",25
"GO:0001570","GO:0001570","vasculogenesis","16/1070","81/18903",1.02597906652566e-05,0.000334393177237993,0.000251728197219032,"7490/1482/7422/187/857/64321/54922/7049/10052/3696/3037/7476/23493/51162/2294/55273",16
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","41/1070","354/18903",1.09368652402379e-05,0.000354118008664578,0.000266576874146221,"3373/92421/11170/10361/10769/8328/57520/10457/9314/4085/2146/144455/55143/891/9212/1111/83540/23026/9319/113130/1063/983/701/7272/9787/6241/11130/4998/1869/6790/991/699/990/9700/332/5347/11065/54443/1062/9928/51512",41
"GO:0048562","GO:0048562","embryonic organ morphogenesis","36/1070","294/18903",1.09991199660967e-05,0.000354118008664578,0.000266576874146221,"6943/3373/65009/1482/6913/5396/3340/5754/9096/187/6909/64321/3215/6474/3201/6495/6664/64220/115908/57453/6262/3225/9464/2487/116039/579/5156/4188/10804/6899/2294/8516/1749/3249/6662/4487",36
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","32/1070","248/18903",1.15174569334569e-05,0.000368558621870622,0.000277447638792557,"776/5138/1132/147/7432/5064/4883/2861/5196/6915/151/146/134/6752/5745/53637/2913/153/1131/112609/10268/152/9294/148/2357/4886/2358/4283/5733/3355/1232/116",32
"GO:1903524","GO:1903524","positive regulation of blood circulation","11/1070","41/18903",1.191876755515e-05,0.000378325623757817,0.000284800150580047,"1482/1908/147/146/7042/6262/153/148/23493/477/6505",11
"GO:0010720","GO:0010720","positive regulation of cell development","37/1070","307/18903",1.19659809029461e-05,0.000378325623757817,0.000284800150580047,"80005/1002/140578/85358/55679/1826/7422/7472/8600/9370/146433/9353/9001/1946/6474/5364/1524/6664/650/646/56203/5803/3037/4192/5789/9294/80237/4803/6376/3458/5764/1869/6790/259266/3400/1398/7516",37
"GO:0045786","GO:0045786","negative regulation of cell cycle","45/1070","405/18903",1.21349138519503e-05,0.000381383006775579,0.000287101721209049,"92421/11170/10769/8328/153090/650/10457/3225/9314/2296/4085/2146/144455/79968/55872/55143/5888/891/9212/83990/8318/1111/83540/23026/9319/1063/983/9232/701/7272/1763/79733/11130/4998/1869/286151/991/699/990/9700/332/5347/4751/51512/116",45
"GO:1901888","GO:1901888","regulation of cell junction assembly","28/1070","204/18903",1.26477101188378e-05,0.000395147393061916,0.000297463428269895,"22998/2045/11170/7010/84631/7422/187/2824/857/79834/10082/145581/1946/395/6495/4593/6422/23767/6622/79191/5789/347/375790/7476/27286/64084/869/151306",28
"GO:0045137","GO:0045137","development of primary sexual characteristics","31/1070","238/18903",1.29911316751672e-05,0.00040348926614637,0.000303743115823105,"2516/6943/7490/4846/269/3643/5806/7422/1602/2627/658/9353/5241/64478/6422/4327/5154/7042/2069/2296/7098/5156/83990/7130/81930/10468/6423/259266/6662/11144/638",31
"GO:0061337","GO:0061337","cardiac conduction","18/1070","101/18903",1.32030308822797e-05,0.000407672532505479,0.000306892241375735,"776/1482/2697/9096/857/481/3762/79191/10052/6262/3752/10699/6324/6508/477/6330/3759/8913",18
"GO:0007611","GO:0007611","learning or memory","34/1070","273/18903",1.33534301833399e-05,0.000409919252139735,0.000308583551850008,"590/65009/1393/3643/9369/85358/5896/10769/4908/6869/7432/54112/4885/55450/4900/139411/1524/64478/4593/7436/64220/22941/6616/2019/5803/4192/4803/477/6505/23542/8516/5764/2334/10288",34
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","22/1070","141/18903",1.40934423425726e-05,0.000430135118894701,0.00032380187578676,"92421/10769/4085/55872/55143/891/9212/1111/83540/9319/1063/983/701/7272/11130/4998/991/699/990/332/5347/51512",22
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","37/1070","310/18903",1.48924381829728e-05,0.000451908469000554,0.000340192659279524,"1482/1501/3485/1000/6934/5754/55366/9096/7472/4038/857/23500/64321/153090/25805/6422/650/1001/115908/8325/9314/4192/55612/2487/152573/7476/65268/80139/7475/7089/11211/1749/147906/6423/259266/3489/6662",37
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","50/1070","473/18903",1.59672443567755e-05,0.000481754572592999,0.000362660539495846,"3373/92421/11170/10361/79616/10769/10763/8328/57520/10457/9314/4085/9134/2146/1033/144455/55143/891/9212/9833/1111/890/83540/23026/9319/113130/1063/983/9133/701/7272/9787/6241/11130/4998/1869/6790/991/699/1164/990/9700/3400/332/5347/11065/54443/1062/9928/51512",50
"GO:0051781","GO:0051781","positive regulation of cell division","17/1070","93/18903",1.61302693160643e-05,0.000483908079481929,0.000364281680247959,"5473/56287/2246/7422/5154/7042/2069/2252/4192/55143/9212/29127/5764/3481/990/332/9928",17
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","25/1070","174/18903",1.64809324232959e-05,0.000491634594322047,0.000370098131610855,"1482/3485/1000/6934/9096/4038/857/115701/64321/153090/6422/650/115908/4192/388630/55612/2487/152573/7089/4188/80319/147906/6423/3489/6662",25
"GO:0009914","GO:0009914","hormone transport","36/1070","300/18903",1.71878939144301e-05,0.000509843145326916,0.000383805366179114,"594855/1393/8431/338442/26056/2697/1908/283849/6934/6869/185/7432/2867/8600/5799/9370/1946/2044/3745/6422/6664/134/8425/6616/9066/25924/53919/94121/23428/4843/1363/130399/401258/3458/3557/116",36
"GO:0090130","GO:0090130","tissue migration","42/1070","374/18903",1.81948598972544e-05,0.000536697543338007,0.00040402111715397,"4846/3373/80005/7010/3673/10769/6997/79812/285/2246/6869/9564/7422/5801/284/6286/23500/9353/6915/57449/153090/2523/2050/7042/1634/3162/2252/4223/9314/3037/116844/84830/55612/306/7476/27286/2294/3458/5764/85329/54443/6662",42
"GO:0050890","GO:0050890","cognition","37/1070","314/18903",1.98166166207696e-05,0.000581287420875907,0.000437587978713602,"1137/590/65009/1393/3643/9369/11170/85358/5896/10769/4908/6869/7432/54112/4885/55450/4900/139411/1524/64478/4593/7436/64220/134/22941/6616/2019/5803/4192/4803/477/6505/23542/8516/5764/2334/10288",37
"GO:0070252","GO:0070252","actin-mediated cell contraction","18/1070","104/18903",2.00077497938437e-05,0.000583651485698865,0.00043936762559787,"22998/2257/776/2697/10630/857/7139/3762/134/10052/6262/3752/85366/6324/477/6330/3759/8913",18
"GO:0022602","GO:0022602","ovulation cycle process","12/1070","51/18903",2.06956514926843e-05,0.000597120436510236,0.00044950693147182,"2516/4846/5806/658/9353/5241/4327/7042/2069/5156/7130/4889",12
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","12/1070","51/18903",2.06956514926843e-05,0.000597120436510236,0.00044950693147182,"59277/55366/7422/7472/6474/6495/6422/5154/2252/4192/23213/6662",12
"GO:0050727","GO:0050727","regulation of inflammatory response","45/1070","414/18903",2.11103412614276e-05,0.000601594624930923,0.00045287506055406,"5138/7010/3673/10769/718/91662/4210/185/2867/4023/8600/55450/9370/3559/940/145581/1776/6279/26279/134/6622/7301/6280/58189/8692/11343/9314/6283/4192/7098/2167/2840/6401/59067/2358/6376/55872/5733/2294/3458/7130/8993/3929/4889/5320",45
"GO:0051962","GO:0051962","positive regulation of nervous system development","34/1070","279/18903",2.11558938411433e-05,0.000601594624930923,0.00045287506055406,"1002/140578/85358/84631/1826/7422/7472/146433/9353/9001/1946/6474/5364/1524/6664/23767/650/5803/4192/5789/375790/7476/80237/4803/6376/27286/64084/869/3458/5764/1869/259266/3400/7516",34
"GO:0043583","GO:0043583","ear development","29/1070","221/18903",2.12298744273e-05,0.000601594624930923,0.00045287506055406,"2561/5396/5754/9096/6909/54360/341640/6495/64220/5154/7042/650/115908/2070/55283/2487/116039/579/23493/1052/3777/10804/6899/890/8516/1749/3249/6662/4487",29
"GO:0045777","GO:0045777","positive regulation of blood pressure","10/1070","36/18903",2.13064762996368e-05,0.000601594624930923,0.00045287506055406,"147/6869/80852/6915/151/146/134/153/148/3291",10
"GO:0072189","GO:0072189","ureter development","7/1070","17/18903",2.14969755383379e-05,0.000602147235292169,0.000453291060698411,"9096/8854/64321/6495/2018/2294/6662",7
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","17/1070","95/18903",2.1554133990572e-05,0.000602147235292169,0.000453291060698411,"83539/3373/9348/3340/64579/284/56548/633/1634/166012/8692/10894/3037/10331/55576/7130/3161",17
"GO:0050767","GO:0050767","regulation of neurogenesis","42/1070","377/18903",2.20298866146947e-05,0.000610373808925855,0.00045948395185487,"2045/223117/1002/140578/10501/85358/1826/7422/7472/4038/146433/10512/23500/6405/9353/9001/1946/7869/6474/5364/1524/56920/6664/650/5803/65078/4192/5789/7476/80237/2146/23493/4803/6376/3458/5764/1869/5457/259266/3400/430/7516",42
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","48/1070","453/18903",2.20798101334921e-05,0.000610373808925855,0.00045948395185487,"3373/92421/11170/10361/10769/6909/8328/57520/10457/9314/4085/2146/144455/79968/55872/55143/5888/891/9212/83990/8318/1111/83540/23026/9319/113130/1063/983/701/7272/9787/1763/6241/11130/4998/1869/6790/991/699/990/9700/332/5347/11065/54443/1062/9928/51512",48
"GO:0008406","GO:0008406","gonad development","30/1070","233/18903",2.23074233447652e-05,0.000613454141981044,0.00046180279906707,"2516/6943/7490/4846/269/3643/5806/7422/2627/658/9353/5241/64478/6422/4327/5154/7042/2069/2296/7098/5156/83990/7130/81930/10468/6423/259266/6662/11144/638",30
"GO:0042476","GO:0042476","odontogenesis","21/1070","135/18903",2.29821186907439e-05,0.000628733609777864,0.00047330504595718,"159296/360/4038/8600/2627/58524/7042/650/11096/2296/9464/116039/4488/5156/7475/10913/6899/51066/5251/10468/4487",21
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","8/1070","23/18903",2.34530682910687e-05,0.000638310312251768,0.000480514302045988,"5396/7472/6474/6495/5154/6899/2294/6662",8
"GO:0010631","GO:0010631","epithelial cell migration","41/1070","366/18903",2.41646345222473e-05,0.000654303950140849,0.000492554169803,"4846/3373/80005/7010/3673/10769/6997/79812/285/2246/6869/9564/7422/5801/284/6286/23500/9353/6915/57449/153090/2523/2050/7042/1634/3162/2252/4223/9314/3037/116844/84830/55612/306/7476/27286/3458/5764/85329/54443/6662",41
"GO:0042060","GO:0042060","wound healing","47/1070","442/18903",2.45107667086749e-05,0.000660290041947976,0.000497060446251108,"4846/80274/92421/6403/3673/10630/948/3043/22915/2246/5754/2815/7422/6556/857/5196/6915/151/558/2157/4321/6279/389/5154/7042/1001/2069/3162/7301/9066/58189/116844/2149/152/94121/8291/84830/55612/55966/7103/4488/7476/5156/6376/11117/1398/2162",47
"GO:0002697","GO:0002697","regulation of immune effector process","42/1070","379/18903",2.49845187284465e-05,0.000669635831909633,0.000504095873463073,"6372/114788/948/718/2867/6363/135250/284/84106/940/51744/5650/558/5225/2242/1776/1524/5199/4602/7042/922/64170/3162/339390/55061/117157/2219/7098/4843/11126/59067/8764/387837/383/10417/2294/9865/3458/8993/3929/1178/1398",42
"GO:1903046","GO:1903046","meiotic cell cycle process","28/1070","212/18903",2.59699372512289e-05,0.000692531660032771,0.000521331648381927,"10361/2069/56154/9134/4488/5888/83990/23397/83540/9319/9133/7153/9232/701/81930/7272/286151/6790/991/699/259266/1164/84057/9700/5347/8438/4487/11144",28
"GO:0051216","GO:0051216","cartilage development","27/1070","201/18903",2.65575963432595e-05,0.000704643762273418,0.00053044953077042,"3373/5396/2261/658/54360/6474/633/650/1893/5745/8692/8538/3696/4192/9464/2487/116039/579/4488/7476/1116/55553/23213/6423/7298/6662/4487",27
"GO:0006813","GO:0006813","potassium ion transport","31/1070","247/18903",2.71921930449782e-05,0.000714302384465099,0.000537720455291111,"4846/1804/6553/776/9312/1908/3768/10242/7432/857/57030/481/3772/3745/57582/3762/134/6616/3752/65268/7881/477/30818/3777/495/9033/3759/30820/3249/5348/3773",31
"GO:0033002","GO:0033002","muscle cell proliferation","31/1070","247/18903",2.71921930449782e-05,0.000714302384465099,0.000537720455291111,"4846/65009/1482/2697/3673/6934/6869/7432/4883/7472/9370/2627/284/6909/858/2242/7049/6495/7042/650/2069/3162/5031/2296/9294/347/23493/6376/3458/983/4889",31
"GO:2001251","GO:2001251","negative regulation of chromosome organization","17/1070","97/18903",2.85430527833082e-05,0.000746075835128056,0.00056163922516817,"4085/55143/891/9212/83540/9319/1063/7153/9232/701/7272/11130/991/699/9700/332/5347",17
"GO:0009410","GO:0009410","response to xenobiotic stimulus","46/1070","432/18903",2.88076293052872e-05,0.0007492821809454,0.000564052933662247,"590/1393/3485/3673/5563/4023/11280/9370/2627/10/10512/6915/200315/29785/6422/5154/22941/7042/1001/64170/6622/3162/2018/6283/2327/4192/2326/7098/148/3291/4843/57491/6799/5888/3777/6505/7345/383/1063/983/6423/1869/7298/6338/8438/27063",46
"GO:0090132","GO:0090132","epithelium migration","41/1070","369/18903",2.92317650981994e-05,0.00075658686136516,0.000569551831841078,"4846/3373/80005/7010/3673/10769/6997/79812/285/2246/6869/9564/7422/5801/284/6286/23500/9353/6915/57449/153090/2523/2050/7042/1634/3162/2252/4223/9314/3037/116844/84830/55612/306/7476/27286/3458/5764/85329/54443/6662",41
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","13/1070","61/18903",2.94564945687492e-05,0.000758684347917051,0.000571130800983809,"776/2697/9096/857/481/3762/79191/10052/6262/6324/477/6330/8913",13
"GO:0003279","GO:0003279","cardiac septum development","18/1070","107/18903",2.97837301296143e-05,0.000763388811089144,0.000574672278842227,"4846/1482/5138/3340/5754/187/2627/6909/10512/9353/7049/6664/64220/7042/4488/23493/6899/4091",18
"GO:2000738","GO:2000738","positive regulation of stem cell differentiation","8/1070","24/18903",3.34391825580367e-05,0.000849352964231647,0.000639385325545993,"1482/2627/64321/7042/2296/55553/5764/6662",8
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","7/1070","18/18903",3.34593591970043e-05,0.000849352964231647,0.000639385325545993,"55143/891/9212/29127/332/10615/4751",7
"GO:0048864","GO:0048864","stem cell development","16/1070","89/18903",3.52082346350616e-05,0.000889471190780503,0.000669585968179263,"223117/10501/1908/1000/8854/10512/6405/7869/56920/6664/2296/9464/7476/1947/6899/6662",16
"GO:0003203","GO:0003203","endocardial cushion morphogenesis","10/1070","38/18903",3.57318573806142e-05,0.000894658620455225,0.000673491018907282,"4846/187/6909/7042/650/4488/23493/55273/6662/4487",10
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","25/1070","182/18903",3.57524562341008e-05,0.000894658620455225,0.000673491018907282,"3643/51196/7010/6403/4586/4883/284/940/4920/153090/5364/388121/5154/7042/1634/7301/55615/2149/79899/4058/11126/5156/55165/23026/6662",25
"GO:0014068","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","15/1070","80/18903",3.68001607512728e-05,0.000916532305503399,0.000689957333648491,"3643/7010/6403/284/940/4920/5364/5154/7042/1634/55615/2149/79899/5156/6662",15
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","12/1070","54/18903",3.82138537251044e-05,0.000947272993749066,0.000713098649201849,"2257/776/2697/857/3762/10052/6262/3752/6324/6330/3759/8913",12
"GO:0098657","GO:0098657","import into cell","31/1070","252/18903",4.01633805514474e-05,0.000990946959400198,0.000745976020473514,"6553/776/948/3768/6581/2824/481/3772/3762/64220/261729/6622/6616/222962/10268/54492/6518/23428/65268/477/2170/6505/495/383/3458/3759/6523/11001/3773/6338/6583",31
"GO:0006029","GO:0006029","proteoglycan metabolic process","16/1070","90/18903",4.0602992268436e-05,0.000997133949662056,0.000750633531484036,"83539/3373/9348/9951/3340/64579/6934/2817/658/54360/56548/633/650/1634/166012/23213",16
"GO:0060411","GO:0060411","cardiac septum morphogenesis","14/1070","72/18903",4.36037762592703e-05,0.00106587008633772,0.000802377481262205,"4846/1482/187/2627/6909/10512/9353/7049/6664/7042/4488/23493/6899/4091",14
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","21/1070","141/18903",4.4643663045585e-05,0.00108626055705386,0.000817727245501474,"1482/3485/1000/6934/9096/4038/857/64321/153090/6422/650/115908/4192/55612/2487/152573/7089/147906/6423/3489/6662",21
"GO:0072132","GO:0072132","mesenchyme morphogenesis","12/1070","55/18903",4.63860233825337e-05,0.00111722444875515,0.000841036586622698,"4846/187/6909/7042/650/2296/4488/23493/2294/55273/6662/4487",12
"GO:0048511","GO:0048511","rhythmic process","35/1070","302/18903",4.65040077768749e-05,0.00111722444875515,0.000841036586622698,"2516/4846/8431/5806/5563/55366/9370/658/9353/60675/558/5602/5241/4327/134/7042/2069/285382/7301/153/3037/4192/92369/54551/4843/3131/2146/5156/7130/983/7153/5764/4889/7298/3400",35
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","8/1070","25/18903",4.67441692674199e-05,0.00111722444875515,0.000841036586622698,"1482/2627/6909/10512/7042/4488/6899/4091",8
"GO:0015833","GO:0015833","peptide transport","31/1070","254/18903",4.67626142376683e-05,0.00111722444875515,0.000841036586622698,"594855/1393/8431/26056/2697/1908/283849/6934/7432/2867/8600/5799/1946/10332/2044/3745/6422/6279/134/6616/9066/25924/94121/4843/1363/130399/3458/3557/30835/1015/116",31
"GO:0035107","GO:0035107","appendage morphogenesis","21/1070","142/18903",4.96493221215447e-05,0.00117555345651012,0.000884946142699801,"5396/4038/494470/8854/6909/10512/341640/6474/6664/7042/2019/80144/3226/9464/116039/4488/7476/1749/6423/6662/4487",21
"GO:0035108","GO:0035108","limb morphogenesis","21/1070","142/18903",4.96493221215447e-05,0.00117555345651012,0.000884946142699801,"5396/4038/494470/8854/6909/10512/341640/6474/6664/7042/2019/80144/3226/9464/116039/4488/7476/1749/6423/6662/4487",21
"GO:0046879","GO:0046879","hormone secretion","34/1070","291/18903",5.0393304921964e-05,0.0011878421874463,0.000894196989592745,"594855/1393/8431/338442/26056/2697/1908/283849/6934/6869/185/7432/2867/8600/5799/9370/1946/2044/3745/6422/6664/134/8425/6616/9066/25924/94121/4843/1363/130399/401258/3458/3557/116",34
"GO:0060415","GO:0060415","muscle tissue morphogenesis","14/1070","73/18903",5.11757796328472e-05,0.00120092496205082,0.00090404558546728,"1482/7472/7139/7049/6474/7042/650/6262/85366/2296/23493/6899/5457/27063",14
"GO:0016055","GO:0016055","Wnt signaling pathway","47/1070","456/18903",5.34606965280728e-05,0.00124899326401869,0.000940230973870531,"1482/1501/3485/1000/6934/5563/5754/55366/9096/7472/4038/857/23500/115701/64321/10082/4920/153090/25805/6422/650/1001/115908/8325/9314/4192/388630/55612/2487/152573/7476/1363/65268/80139/7475/7089/4188/80319/55789/11211/23213/1749/147906/6423/259266/3489/6662",47
"GO:0055123","GO:0055123","digestive system development","21/1070","143/18903",5.51498123976678e-05,0.00128277977735544,0.000965665159348915,"6943/159296/3643/55366/51208/8854/2627/6909/64321/6474/6422/6664/64220/7042/579/5156/2294/6423/3481/7298/6662",21
"GO:0023061","GO:0023061","signal release","48/1070","470/18903",5.61960747611951e-05,0.00128844713288266,0.000969931493972273,"594855/1137/1393/8431/338442/26056/2697/1908/283849/6934/6869/185/23025/7432/6623/2867/8600/5799/9370/151/1946/8448/6857/2044/3745/6422/6664/134/6622/8425/6616/9066/25924/2149/152/94121/148/4843/7476/1363/130399/320/401258/3458/8224/6854/3557/116",48
"GO:0045766","GO:0045766","positive regulation of angiogenesis","25/1070","187/18903",5.6385844818397e-05,0.00128844713288266,0.000969931493972273,"4846/3373/7010/3579/718/285/2246/7422/187/2627/6915/2523/1524/1893/3162/9314/3696/116844/4192/306/7098/1116/11117/1232/6423",25
"GO:0048469","GO:0048469","cell maturation","25/1070","187/18903",5.6385844818397e-05,0.00128844713288266,0.000969931493972273,"59277/2046/718/6366/7422/6363/558/5241/3745/2069/25893/5745/126668/646/342035/4897/375790/59067/6376/9319/6790/7298/8419/9928/11144",25
"GO:1904018","GO:1904018","positive regulation of vasculature development","25/1070","187/18903",5.6385844818397e-05,0.00128844713288266,0.000969931493972273,"4846/3373/7010/3579/718/285/2246/7422/187/2627/6915/2523/1524/1893/3162/9314/3696/116844/4192/306/7098/1116/11117/1232/6423",25
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","22/1070","154/18903",5.67593457600574e-05,0.00128844713288266,0.000969931493972273,"2561/128434/4908/10763/284/558/1524/6495/1271/6622/3162/7301/2019/5803/2149/4192/4803/6376/6505/5457/9928/7516",22
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","29/1070","233/18903",5.68576102200113e-05,0.00128844713288266,0.000969931493972273,"2045/223117/1002/10501/1908/1826/2246/5754/23025/65059/7422/6909/10512/6405/9353/1946/6857/7869/6495/56920/6422/23767/4897/65078/4803/6423/6790/6662/8437",29
"GO:0014032","GO:0014032","neural crest cell development","15/1070","83/18903",5.75510835569134e-05,0.00129823839826024,0.000977302271098616,"223117/10501/1908/1000/8854/10512/6405/7869/56920/6664/2296/9464/1947/6899/6662",15
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","10/1070","40/18903",5.77814438619613e-05,0.00129823839826024,0.000977302271098616,"1393/3673/6422/6752/10268/4488/80139/890/81930/5457",10
"GO:0032970","GO:0032970","regulation of actin filament-based process","43/1070","406/18903",5.88592202840439e-05,0.00131685035211759,0.000991313183731266,"22998/11170/7010/29109/85358/6710/10630/79822/6366/163782/4908/6869/2824/857/11346/23500/9353/7139/2242/1946/2044/395/6422/256949/389/134/5154/9886/10435/6262/4868/85366/56203/4192/6712/54551/5156/6376/477/11013/3759/11211/1398",43
"GO:0003197","GO:0003197","endocardial cushion development","11/1070","48/18903",5.92002993752612e-05,0.00131869823579513,0.000992704254059495,"4846/187/6909/7042/650/4488/23493/2294/55273/6662/4487",11
"GO:0198738","GO:0198738","cell-cell signaling by wnt","47/1070","458/18903",5.95179974188968e-05,0.00131869823579513,0.000992704254059495,"1482/1501/3485/1000/6934/5563/5754/55366/9096/7472/4038/857/23500/115701/64321/10082/4920/153090/25805/6422/650/1001/115908/8325/9314/4192/388630/55612/2487/152573/7476/1363/65268/80139/7475/7089/4188/80319/55789/11211/23213/1749/147906/6423/259266/3489/6662",47
"GO:0003170","GO:0003170","heart valve development","13/1070","65/18903",5.96910754460298e-05,0.00131869823579513,0.000992704254059495,"4846/1482/5138/187/9353/6474/64220/7042/650/23493/11117/4091/6662",13
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","19/1070","123/18903",6.11955921373565e-05,0.00134630302702184,0.00101348489434499,"83539/3373/9348/3340/64579/284/56548/633/1634/166012/8692/10894/3037/2296/10331/55576/7130/8993/3161",19
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","25/1070","188/18903",6.16121139176808e-05,0.00134984216383965,0.00101614912493192,"6943/7490/59277/2246/55366/7422/7472/6909/10512/9353/54922/5241/64478/6495/6422/5154/650/2252/4192/4488/7475/2294/23213/6423/6662",25
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","30/1070","246/18903",6.24820723029694e-05,0.00136324521388297,0.00102623882129627,"92421/11170/10769/8328/10457/9314/2296/4085/2146/144455/55872/55143/891/9212/1111/83540/23026/9319/1063/983/701/7272/11130/4998/991/699/990/332/5347/51512",30
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","18/1070","113/18903",6.28285164502769e-05,0.00136516282657392,0.00102768238300301,"3691/3673/55679/8174/3674/3672/9564/3909/84106/3680/3696/55612/22801/3693/3681/8516/5764/1015",18
"GO:0062009","GO:0062009","secondary palate development","8/1070","26/18903",6.41837552651108e-05,0.00138889437622863,0.00104554728162665,"7049/6664/7042/64386/3696/2615/7476/6899",8
"GO:0014065","GO:0014065","phosphatidylinositol 3-kinase signaling","21/1070","145/18903",6.78061080564147e-05,0.00146129081852192,0.00110004667678205,"3643/7010/6403/284/940/4920/153090/5364/5154/7042/1634/7301/55615/2149/79899/4058/11126/5156/55165/23026/6662",21
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","24/1070","178/18903",6.87083310969897e-05,0.00146282253303268,0.00110119973778537,"3643/51196/7010/6403/4586/4883/284/940/4920/153090/5364/5154/7042/1634/7301/55615/2149/79899/4058/11126/5156/55165/23026/6662",24
"GO:0048736","GO:0048736","appendage development","24/1070","178/18903",6.87083310969897e-05,0.00146282253303268,0.00110119973778537,"64093/3691/5396/4038/494470/8854/6909/10512/341640/6474/6664/7042/4223/2019/80144/3226/9464/116039/4488/7476/1749/6423/6662/4487",24
"GO:0060173","GO:0060173","limb development","24/1070","178/18903",6.87083310969897e-05,0.00146282253303268,0.00110119973778537,"64093/3691/5396/4038/494470/8854/6909/10512/341640/6474/6664/7042/4223/2019/80144/3226/9464/116039/4488/7476/1749/6423/6662/4487",24
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","18/1070","114/18903",7.07286087052803e-05,0.00149978736531679,0.00112902653338042,"2257/2264/3373/6997/3340/2246/8822/2261/6909/2817/2591/6422/23767/2252/8692/6899/23213/79801",18
"GO:1905314","GO:1905314","semi-lunar valve development","10/1070","41/18903",7.25758555738354e-05,0.0015328020697194,0.00115387970798654,"4846/1482/9353/64220/7042/650/23493/11117/4091/6662",10
